year,state,candidate,party
2000,Kansas,"Phillips, Howard",taxpayers party
2000,Louisiana,"Phillips, Howard",taxpayers party
2000,Maine,"Phillips, Howard",taxpayers party
2000,Maryland,"Phillips, Howard",taxpayers party
2000,Michigan,"Phillips, Howard",taxpayers party
2000,Minnesota,"Phillips, Howard",taxpayers party
2000,Mississippi,"Phillips, Howard",taxpayers party
2000,Missouri,"Phillips, Howard",taxpayers party
2000,Montana,"Phillips, Howard",taxpayers party
2000,Nevada,"Phillips, Howard",taxpayers party
2000,New Mexico,"Phillips, Howard",taxpayers party
2000,New York,"Phillips, Howard",taxpayers party
2000,North Dakota,"Phillips, Howard",taxpayers party
2000,Oregon,"Phillips, Howard",taxpayers party
2000,Pennsylvania,"Phillips, Howard",taxpayers party
2000,Rhode Island,"Phillips, Howard",taxpayers party
2000,South Dakota,"Phillips, Howard",taxpayers party
2000,Utah,"Phillips, Howard",taxpayers party
2000,Vermont,"Phillips, Howard",taxpayers party
2000,Virginia,"Phillips, Howard",taxpayers party
2000,Washington,"Phillips, Howard",taxpayers party
2000,Wyoming,"Phillips, Howard",taxpayers party
1992,Colorado,Prohibition,prohibition
1980,Colorado,"Pulley, Andrew",socialist workers
1980,Kentucky,"Pulley, Andrew",socialist workers
1980,Mississippi,"Pulley, Andrew",socialist workers
1980,New Jersey,"Pulley, Andrew",socialist workers
1980,New Mexico,"Pulley, Andrew",socialist workers
1980,South Dakota,"Pulley, Andrew",socialist workers
1980,Alabama,"Rarick, John",american independent party
1980,California,"Rarick, John",american independent party
1980,Idaho,"Rarick, John",american independent party
1980,Kansas,"Rarick, John",american independent party
1980,Louisiana,"Rarick, John",american independent party
1980,South Carolina,"Rarick, John",american independent party
1980,Utah,"Rarick, John",american independent party
1980,Wisconsin,"Rarick, John",american independent party
1980,Alabama,"Reagan, Ronald",republican
1980,Alaska,"Reagan, Ronald",republican
1980,Arizona,"Reagan, Ronald",republican
1980,Arkansas,"Reagan, Ronald",republican
1980,California,"Reagan, Ronald",republican
1980,Colorado,"Reagan, Ronald",republican
1980,Connecticut,"Reagan, Ronald",republican
1980,Delaware,"Reagan, Ronald",republican
1980,District of Columbia,"Reagan, Ronald",republican
1980,Florida,"Reagan, Ronald",republican
1980,Georgia,"Reagan, Ronald",republican
1980,Hawaii,"Reagan, Ronald",republican
1980,Idaho,"Reagan, Ronald",republican
1980,Illinois,"Reagan, Ronald",republican
1980,Indiana,"Reagan, Ronald",republican
1980,Iowa,"Reagan, Ronald",republican
1980,Kansas,"Reagan, Ronald",republican
1980,Kentucky,"Reagan, Ronald",republican
1980,Louisiana,"Reagan, Ronald",republican
1980,Maine,"Reagan, Ronald",republican
1980,Maryland,"Reagan, Ronald",republican
1980,Massachusetts,"Reagan, Ronald",republican
1980,Michigan,"Reagan, Ronald",republican
1980,Minnesota,"Reagan, Ronald",republican
1980,Mississippi,"Reagan, Ronald",republican
1980,Missouri,"Reagan, Ronald",republican
1980,Montana,"Reagan, Ronald",republican
1980,Nebraska,"Reagan, Ronald",republican
1980,Nevada,"Reagan, Ronald",republican
1980,New Hampshire,"Reagan, Ronald",republican
1980,New Jersey,"Reagan, Ronald",republican
1980,New Mexico,"Reagan, Ronald",republican
1980,New York,"Reagan, Ronald",republican
1980,New York,"Reagan, Ronald",republican
1980,North Carolina,"Reagan, Ronald",republican
1980,North Dakota,"Reagan, Ronald",republican
1980,Ohio,"Reagan, Ronald",republican
1980,Oklahoma,"Reagan, Ronald",republican
1980,Oregon,"Reagan, Ronald",republican
1980,Pennsylvania,"Reagan, Ronald",republican
1980,Rhode Island,"Reagan, Ronald",republican
1980,South Carolina,"Reagan, Ronald",republican
1980,South Dakota,"Reagan, Ronald",republican
1980,Tennessee,"Reagan, Ronald",republican
1980,Texas,"Reagan, Ronald",republican
1980,Utah,"Reagan, Ronald",republican
1980,Vermont,"Reagan, Ronald",republican
1980,Virginia,"Reagan, Ronald",republican
1980,Washington,"Reagan, Ronald",republican
1980,West Virginia,"Reagan, Ronald",republican
1980,Wisconsin,"Reagan, Ronald",republican
1980,Wyoming,"Reagan, Ronald",republican
1984,Alabama,"Reagan, Ronald",republican
1984,Alaska,"Reagan, Ronald",republican
1984,Arizona,"Reagan, Ronald",republican
1984,Arkansas,"Reagan, Ronald",republican
1984,California,"Reagan, Ronald",republican
1984,Colorado,"Reagan, Ronald",republican
1984,Connecticut,"Reagan, Ronald",republican
1984,Delaware,"Reagan, Ronald",republican
1984,District of Columbia,"Reagan, Ronald",republican
1984,Florida,"Reagan, Ronald",republican
1984,Georgia,"Reagan, Ronald",republican
1984,Hawaii,"Reagan, Ronald",republican
1984,Idaho,"Reagan, Ronald",republican
1984,Illinois,"Reagan, Ronald",republican
1984,Indiana,"Reagan, Ronald",republican
1984,Iowa,"Reagan, Ronald",republican
1984,Kansas,"Reagan, Ronald",republican
1984,Kentucky,"Reagan, Ronald",republican
1984,Louisiana,"Reagan, Ronald",republican
1984,Maine,"Reagan, Ronald",republican
1984,Maryland,"Reagan, Ronald",republican
1984,Massachusetts,"Reagan, Ronald",republican
1984,Michigan,"Reagan, Ronald",republican
1984,Minnesota,"Reagan, Ronald",republican
1984,Mississippi,"Reagan, Ronald",republican
1984,Missouri,"Reagan, Ronald",republican
1984,Montana,"Reagan, Ronald",republican
1984,Nebraska,"Reagan, Ronald",republican
1984,Nevada,"Reagan, Ronald",republican
1984,New Hampshire,"Reagan, Ronald",republican
1984,New Jersey,"Reagan, Ronald",republican
1984,New Mexico,"Reagan, Ronald",republican
1984,New York,"Reagan, Ronald",republican
1984,New York,"Reagan, Ronald",republican
1984,North Carolina,"Reagan, Ronald",republican
1984,North Dakota,"Reagan, Ronald",republican
1984,Ohio,"Reagan, Ronald",republican
1984,Oklahoma,"Reagan, Ronald",republican
1984,Oregon,"Reagan, Ronald",republican
1984,Pennsylvania,"Reagan, Ronald",republican
1984,Rhode Island,"Reagan, Ronald",republican
1984,South Carolina,"Reagan, Ronald",republican
1984,South Dakota,"Reagan, Ronald",republican
1984,Tennessee,"Reagan, Ronald",republican
1984,Texas,"Reagan, Ronald",republican
1984,Utah,"Reagan, Ronald",republican
1984,Vermont,"Reagan, Ronald",republican
1984,Virginia,"Reagan, Ronald",republican
1984,Washington,"Reagan, Ronald",republican
1984,West Virginia,"Reagan, Ronald",republican
1984,Wisconsin,"Reagan, Ronald",republican
1984,Wyoming,"Reagan, Ronald",republican
2012,Colorado,"Reed, Jill Ann",no party affiliation
1984,Alabama,"Richards, Bob",populist
1984,Arkansas,"Richards, Bob",populist
1984,California,"Richards, Bob",populist
1984,Idaho,"Richards, Bob",populist
1984,Kansas,"Richards, Bob",populist
1984,Louisiana,"Richards, Bob",populist
1984,Minnesota,"Richards, Bob",populist
1984,Mississippi,"Richards, Bob",populist
1984,North Dakota,"Richards, Bob",populist
1984,Rhode Island,"Richards, Bob",populist
1984,Tennessee,"Richards, Bob",populist
1984,Washington,"Richards, Bob",populist
1984,West Virginia,"Richards, Bob",populist
1984,Wisconsin,"Richards, Bob",populist
2012,Alabama,"Romney, Mitt",republican
2012,Alaska,"Romney, Mitt",republican
2012,Arizona,"Romney, Mitt",republican
2012,Arkansas,"Romney, Mitt",republican
2012,California,"Romney, Mitt",republican
2012,Colorado,"Romney, Mitt",republican
2012,Connecticut,"Romney, Mitt",republican
2012,Delaware,"Romney, Mitt",republican
2012,District of Columbia,"Romney, Mitt",republican
2012,Florida,"Romney, Mitt",republican
2012,Georgia,"Romney, Mitt",republican
2012,Hawaii,"Romney, Mitt",republican
2012,Idaho,"Romney, Mitt",republican
2012,Illinois,"Romney, Mitt",republican
2012,Indiana,"Romney, Mitt",republican
2012,Iowa,"Romney, Mitt",republican
2012,Kansas,"Romney, Mitt",republican
2012,Kentucky,"Romney, Mitt",republican
2012,Louisiana,"Romney, Mitt",republican
2012,Maine,"Romney, Mitt",republican
2012,Maryland,"Romney, Mitt",republican
2012,Massachusetts,"Romney, Mitt",republican
2012,Michigan,"Romney, Mitt",republican
2012,Minnesota,"Romney, Mitt",republican
2012,Mississippi,"Romney, Mitt",republican
2012,Missouri,"Romney, Mitt",republican
2012,Montana,"Romney, Mitt",republican
2012,Nebraska,"Romney, Mitt",republican
2012,Nevada,"Romney, Mitt",republican
2012,New Hampshire,"Romney, Mitt",republican
2012,New Jersey,"Romney, Mitt",republican
2012,New Mexico,"Romney, Mitt",republican
2012,New York,"Romney, Mitt",republican
2012,New York,"Romney, Mitt",republican
2012,North Carolina,"Romney, Mitt",republican
2012,North Dakota,"Romney, Mitt",republican
2012,Ohio,"Romney, Mitt",republican
2012,Oklahoma,"Romney, Mitt",republican
2012,Oregon,"Romney, Mitt",republican
2012,Pennsylvania,"Romney, Mitt",republican
2012,Rhode Island,"Romney, Mitt",republican
2012,South Carolina,"Romney, Mitt",republican
2012,South Dakota,"Romney, Mitt",republican
2012,Tennessee,"Romney, Mitt",republican
2012,Texas,"Romney, Mitt",republican
2012,Utah,"Romney, Mitt",republican
2012,Vermont,"Romney, Mitt",republican
2012,Virginia,"Romney, Mitt",republican
2012,West Virginia,"Romney, Mitt",republican
2012,Wisconsin,"Romney, Mitt",republican
2012,Wyoming,"Romney, Mitt",republican
1976,Connecticut,Scattering,unknown
1976,Iowa,Scattering,unknown
1976,Massachusetts,Scattering,unknown
1976,New Hampshire,Scattering,unknown
1988,Iowa,Scattering,unknown
1988,Vermont,Scattering,unknown
1988,Wisconsin,Scattering,unknown
1996,Iowa,Scattering,unknown
1996,Wisconsin,Scattering,unknown
2000,Iowa,Scattering,unknown
2000,Wisconsin,Scattering,unknown
2008,Pennsylvania,Scattering,unknown
2008,Wisconsin,Scattering,unknown
2012,New Hampshire,Scattering,unknown
2012,Wisconsin,Scattering,unknown
2016,Colorado,Scattering,unaffiliated
2016,New Hampshire,Scattering,unknown
2016,New York,Scattering,unknown
2016,North Carolina,Scattering,unknown
2016,Wisconsin,Scattering,unknown
1984,Alabama,"Serrette, Dennis",alliance
1984,Arkansas,"Serrette, Dennis",alliance
1984,Colorado,"Serrette, Dennis",alliance
1984,Connecticut,"Serrette, Dennis",alliance
1984,Delaware,"Serrette, Dennis",alliance
1984,District of Columbia,"Serrette, Dennis",alliance
1984,Illinois,"Serrette, Dennis",alliance
1984,Iowa,"Serrette, Dennis",alliance
1984,Kansas,"Serrette, Dennis",alliance
1984,Kentucky,"Serrette, Dennis",alliance
1984,Louisiana,"Serrette, Dennis",alliance
1984,Maine,"Serrette, Dennis",alliance
1984,Maryland,"Serrette, Dennis",alliance
1984,Massachusetts,"Serrette, Dennis",alliance
1984,Michigan,"Serrette, Dennis",alliance
1984,Minnesota,"Serrette, Dennis",alliance
1984,Mississippi,"Serrette, Dennis",alliance
1984,Nebraska,"Serrette, Dennis",alliance
1984,New Hampshire,"Serrette, Dennis",alliance
1984,New Jersey,"Serrette, Dennis",alliance
1984,New Mexico,"Serrette, Dennis",alliance
1984,New York,"Serrette, Dennis",alliance
1984,North Dakota,"Serrette, Dennis",alliance
1984,Ohio,"Serrette, Dennis",alliance
1984,Rhode Island,"Serrette, Dennis",alliance
1984,South Carolina,"Serrette, Dennis",alliance
1984,South Dakota,"Serrette, Dennis",alliance
1984,Tennessee,"Serrette, Dennis",alliance
1984,Utah,"Serrette, Dennis",alliance
1984,Vermont,"Serrette, Dennis",alliance
1984,Washington,"Serrette, Dennis",alliance
1984,West Virginia,"Serrette, Dennis",alliance
1984,Wisconsin,"Serrette, Dennis",alliance
1980,Kansas,"Shelton, Frank, Jr.",american
2016,Colorado,"Silva, Rod",nutrition party
2016,South Carolina,"Skewes, Peter",american
1980,California,"Smith, Maureen",peace & freedom
2012,Alaska,"Stein, Jill",green
2012,Arizona,"Stein, Jill",green
2012,Arkansas,"Stein, Jill",green
2012,California,"Stein, Jill",green
2012,Colorado,"Stein, Jill",green
2012,Delaware,"Stein, Jill",green
2012,District of Columbia,"Stein, Jill",green
2012,Florida,"Stein, Jill",green
2012,Hawaii,"Stein, Jill",green
2012,Illinois,"Stein, Jill",green
2012,Iowa,"Stein, Jill",green
2012,Kentucky,"Stein, Jill",green
2012,Louisiana,"Stein, Jill",green
2012,Maine,"Stein, Jill",green
2012,Maryland,"Stein, Jill",green
2012,Massachusetts,"Stein, Jill",green
2012,Michigan,"Stein, Jill",green
2012,Minnesota,"Stein, Jill",green
2012,Mississippi,"Stein, Jill",green
2012,New Jersey,"Stein, Jill",green
2012,New Mexico,"Stein, Jill",green
2012,New York,"Stein, Jill",green
2012,North Dakota,"Stein, Jill",green
2012,Ohio,"Stein, Jill",green
2012,Oregon,"Stein, Jill",green
2012,Pennsylvania,"Stein, Jill",green
2012,Rhode Island,"Stein, Jill",green
2012,South Carolina,"Stein, Jill",green
2012,Tennessee,"Stein, Jill",green
2012,Texas,"Stein, Jill",green
2012,Utah,"Stein, Jill",green
2012,Virginia,"Stein, Jill",green
2012,Washington,"Stein, Jill",green
2012,West Virginia,"Stein, Jill",green
2016,Alabama,"Stein, Jill",green
2016,Alaska,"Stein, Jill",green
2016,Arizona,"Stein, Jill",green
2016,Arkansas,"Stein, Jill",green
2016,California,"Stein, Jill",green
2016,Colorado,"Stein, Jill",green
2016,Connecticut,"Stein, Jill",green
2016,Delaware,"Stein, Jill",green
2016,District of Columbia,"Stein, Jill",green
2016,Florida,"Stein, Jill",green
2016,Hawaii,"Stein, Jill",green
2016,Illinois,"Stein, Jill",green
2016,Iowa,"Stein, Jill",green
2016,Kansas,"Stein, Jill",green
2016,Kentucky,"Stein, Jill",green
2016,Louisiana,"Stein, Jill",green
2016,Maine,"Stein, Jill",green
2016,Maryland,"Stein, Jill",green
2016,Massachusetts,"Stein, Jill",green
2016,Michigan,"Stein, Jill",green
2016,Minnesota,"Stein, Jill",green
2016,Mississippi,"Stein, Jill",green
2016,Missouri,"Stein, Jill",green
2016,Montana,"Stein, Jill",green
2016,Nebraska,"Stein, Jill",green
2016,New Hampshire,"Stein, Jill",green
2016,New Jersey,"Stein, Jill",green
2016,New Mexico,"Stein, Jill",green
2016,New York,"Stein, Jill",green
2016,North Dakota,"Stein, Jill",green
2016,Ohio,"Stein, Jill",green
2016,Oregon,"Stein, Jill",green
2016,Pennsylvania,"Stein, Jill",green
2016,Rhode Island,"Stein, Jill",green
2016,South Carolina,"Stein, Jill",green
2016,Texas,"Stein, Jill",green
2016,Vermont,"Stein, Jill",green
2016,Virginia,"Stein, Jill",green
2016,Washington,"Stein, Jill",green
2016,West Virginia,"Stein, Jill",green
2016,Wisconsin,"Stein, Jill",green
2008,Colorado,"Stevens, Thomas R.",objectivist party
2008,Florida,"Stevens, Thomas R.",objectivist party
2012,Colorado,"Stevens, Thomas Robert """"Tom""""",objectivist party
2012,Florida,"Stevens, Thomas Robert """"Tom""""",objectivist party
1996,Colorado,"Templin, Diane",independent american
1996,Utah,"Templin, Diane",independent american
2012,Kentucky,"Terry, Randall",independent
2004,Maine,"The Better Life,",independent
2012,Colorado,"Tittle, Sheila """"Samm""""",we the people
2012,Louisiana,"Tittle, Sheila """"Samm""""",we the people
2016,Arizona,"Tittle, Sheila """"Samm""""",we the people
2016,Alabama,"Trump, Donald J.",republican
2016,Alaska,"Trump, Donald J.",republican
2016,Arizona,"Trump, Donald J.",republican
2016,Arkansas,"Trump, Donald J.",republican
2016,California,"Trump, Donald J.",republican
2016,Colorado,"Trump, Donald J.",republican
2016,Connecticut,"Trump, Donald J.",republican
2016,Delaware,"Trump, Donald J.",republican
2016,District of Columbia,"Trump, Donald J.",republican
2016,Florida,"Trump, Donald J.",republican
2016,Georgia,"Trump, Donald J.",republican
2016,Hawaii,"Trump, Donald J.",republican
2016,Idaho,"Trump, Donald J.",republican
2016,Illinois,"Trump, Donald J.",republican
2016,Indiana,"Trump, Donald J.",republican
2016,Iowa,"Trump, Donald J.",republican
2016,Kansas,"Trump, Donald J.",republican
2016,Kentucky,"Trump, Donald J.",republican
2016,Louisiana,"Trump, Donald J.",republican
2016,Maine,"Trump, Donald J.",republican
2016,Maryland,"Trump, Donald J.",republican
2016,Massachusetts,"Trump, Donald J.",republican
2016,Michigan,"Trump, Donald J.",republican
2016,Minnesota,"Trump, Donald J.",republican
2016,Mississippi,"Trump, Donald J.",republican
2016,Missouri,"Trump, Donald J.",republican
2016,Montana,"Trump, Donald J.",republican
2016,Nebraska,"Trump, Donald J.",republican
2016,Nevada,"Trump, Donald J.",republican
2016,New Hampshire,"Trump, Donald J.",republican
2016,New Jersey,"Trump, Donald J.",republican
2016,New Mexico,"Trump, Donald J.",republican
2016,New York,"Trump, Donald J.",republican
2016,New York,"Trump, Donald J.",republican
2016,North Carolina,"Trump, Donald J.",republican
2016,North Dakota,"Trump, Donald J.",republican
2016,Ohio,"Trump, Donald J.",republican
2016,Oklahoma,"Trump, Donald J.",republican
2016,Oregon,"Trump, Donald J.",republican
2016,Pennsylvania,"Trump, Donald J.",republican
2016,Rhode Island,"Trump, Donald J.",republican
2016,South Carolina,"Trump, Donald J.",republican
2016,South Dakota,"Trump, Donald J.",republican
2016,Tennessee,"Trump, Donald J.",republican
2016,Texas,"Trump, Donald J.",republican
2016,Utah,"Trump, Donald J.",republican
2016,Vermont,"Trump, Donald J.",republican
2016,Virginia,"Trump, Donald J.",republican
2016,Washington,"Trump, Donald J.",republican
2016,West Virginia,"Trump, Donald J.",republican
2016,Wisconsin,"Trump, Donald J.",republican
2016,Wyoming,"Trump, Donald J.",republican
1992,Colorado,Unaffiliated,unaffiliated
1976,Alabama,unknown,unknown
1976,Alaska,unknown,unknown
1976,Arizona,unknown,unknown
1976,Arkansas,unknown,independent
1976,Delaware,unknown,no party affiliation
1976,Delaware,unknown,socialist labor
1976,District of Columbia,unknown,independent
1976,District of Columbia,unknown,unknown
2016,Iowa,"Vacek, Dan",legal marijuana now
2016,Minnesota,"Vacek, Dan",legal marijuana now
2004,Colorado,"Van Auken, Bill",socialist equality party
2004,Minnesota,"Van Auken, Bill",socialist equality party
2004,Washington,"Van Auken, Bill",socialist equality party
2016,New York,Void Vote,unknown
2016,Vermont,Void Vote,unknown
2008,Wisconsin,"Wamboldt, Jeffrey",we the people
1988,District of Columbia,"Warren, James """"Mac""""",socialist workers
1988,Iowa,"Warren, James """"Mac""""",socialist workers
1988,Minnesota,"Warren, James """"Mac""""",socialist workers
1988,New Jersey,"Warren, James """"Mac""""",socialist workers
1988,New Mexico,"Warren, James """"Mac""""",socialist workers
1988,New York,"Warren, James """"Mac""""",socialist workers
1988,North Dakota,"Warren, James """"Mac""""",socialist workers
1988,Rhode Island,"Warren, James """"Mac""""",socialist workers
1988,Utah,"Warren, James """"Mac""""",socialist workers
1988,Vermont,"Warren, James """"Mac""""",socialist workers
1988,Washington,"Warren, James """"Mac""""",socialist workers
1992,Illinois,"Warren, James """"Mac""""",socialist workers
1992,Iowa,"Warren, James """"Mac""""",socialist workers
1992,Minnesota,"Warren, James """"Mac""""",socialist workers
1992,New Jersey,"Warren, James """"Mac""""",socialist workers
1992,New Mexico,"Warren, James """"Mac""""",socialist workers
1992,New York,"Warren, James """"Mac""""",socialist workers
1992,North Carolina,"Warren, James """"Mac""""",socialist workers
1992,Utah,"Warren, James """"Mac""""",socialist workers
1992,Vermont,"Warren, James """"Mac""""",socialist workers
1992,Washington,"Warren, James """"Mac""""",socialist workers
2012,Mississippi,"Washer, Barbara Dale",reform party
2008,Mississippi,"Weill, Ted",reform party
1980,New Jersey,"Wendelken, Martin E.",independent
1996,Michigan,"White, Jerome """"Jerry""""",socialist equality party
1996,Minnesota,"White, Jerome """"Jerry""""",socialist equality party
2012,Louisiana,"White, Jerome """"Jerry""""",socialist equality party
2012,Colorado,"White, Jerry",socialist equality party
1984,Illinois,"Winn, Edward",workers league
1984,Michigan,"Winn, Edward",workers league
1984,Minnesota,"Winn, Edward",workers league
1984,New Jersey,"Winn, Edward",workers league
1984,Ohio,"Winn, Edward",workers league
1984,Pennsylvania,"Winn, Edward",workers league
1988,Alabama,"Winn, Edward",workers league
1988,District of Columbia,"Winn, Edward",workers league
1988,Illinois,"Winn, Edward",workers league
1988,Iowa,"Winn, Edward",workers league
1988,Michigan,"Winn, Edward",workers league
1988,Minnesota,"Winn, Edward",workers league
1988,New Jersey,"Winn, Edward",workers league
1988,Ohio,"Winn, Edward",workers league
1988,Pennsylvania,"Winn, Edward",workers league
2004,Rhode Island,Workers World,workers world
1976,California,"Wright, Margaret",peace & freedom
1976,Michigan,"Wright, Margaret",peace & freedom
1976,Minnesota,"Wright, Margaret",peace & freedom
1976,New Jersey,"Wright, Margaret",peace & freedom
1992,Louisiana,"Yiamouyiannis, John",independent
1988,Utah,"Youngkeit, Louie G.",independent
1976,Iowa,"Zeidler, Frank",socialist
1976,Minnesota,"Zeidler, Frank",socialist
1976,New Jersey,"Zeidler, Frank",socialist
1976,New Mexico,"Zeidler, Frank",socialist
1976,North Dakota,"Zeidler, Frank",socialist
1976,Wisconsin,"Zeidler, Frank",socialist
1976,Florida,unknown,unknown
1976,Illinois,unknown,unknown
1976,Minnesota,unknown,unknown
1976,Oregon,unknown,unknown
1976,South Carolina,unknown,unknown
1976,Tennessee,unknown,independent
1976,Tennessee,unknown,unknown
1976,Texas,unknown,unknown
1976,Wyoming,unknown,unknown
1980,Alaska,unknown,unknown
1980,Connecticut,unknown,unknown
1980,District of Columbia,unknown,unknown
1980,Florida,unknown,unknown
1980,Illinois,unknown,unknown
1980,Iowa,unknown,unknown
1980,Maine,unknown,unknown
1980,Massachusetts,unknown,unknown
1980,Michigan,unknown,unknown
1980,Minnesota,unknown,american
1980,Minnesota,unknown,unknown
1980,Missouri,unknown,unknown
1980,New Hampshire,unknown,unknown
1980,New York,unknown,unknown
1980,Oregon,unknown,unknown
1980,Tennessee,unknown,unknown
1980,Texas,unknown,unknown
1980,Vermont,unknown,unknown
1980,Wisconsin,unknown,unknown
1988,Alabama,unknown,unknown
1988,Alaska,unknown,unknown
1988,Arizona,unknown,unknown
1988,California,unknown,unknown
1988,Colorado,unknown,unknown
1988,Connecticut,unknown,unknown
1988,District of Columbia,unknown,independent
1988,District of Columbia,unknown,unknown
1988,District of Columbia,unknown,third world assembly
1988,Florida,unknown,unknown
1988,Georgia,unknown,unknown
1988,Kansas,unknown,independent
1988,Maine,unknown,other
1988,Maryland,unknown,unknown
1988,Massachusetts,unknown,other
1988,Michigan,unknown,other
1988,Minnesota,unknown,unknown
1988,Mississippi,unknown,independent
1988,New Mexico,unknown,write-in
1988,New York,unknown,other
1988,Ohio,unknown,independent
1988,Ohio,unknown,unknown
1988,Oregon,unknown,other
1988,Rhode Island,unknown,unknown
1988,South Dakota,unknown,independent
1988,Tennessee,unknown,independent
1988,Tennessee,unknown,unknown
1988,Texas,unknown,unknown
1988,Wisconsin,unknown,independent
1992,Alabama,unknown,unknown
1992,Alaska,unknown,unknown
1992,Arizona,unknown,unknown
1992,California,unknown,unknown
1992,District of Columbia,unknown,unknown
1992,Florida,unknown,unknown
1992,Georgia,unknown,unknown
1992,Illinois,unknown,unknown
1992,Indiana,unknown,unknown
1992,Kansas,unknown,unknown
1992,Kentucky,unknown,unknown
1992,Michigan,unknown,unknown
1992,Minnesota,unknown,unknown
1992,Ohio,unknown,unknown
1992,Oregon,unknown,unknown
1992,Tennessee,unknown,unknown
1992,Texas,unknown,unknown
1992,Vermont,unknown,unknown
1992,Virginia,unknown,unknown
1996,Alabama,unknown,independent
1996,Alabama,unknown,unknown
1996,Alaska,unknown,unknown
1996,Arizona,unknown,unknown
1996,California,unknown,unknown
1996,Connecticut,unknown,unknown
1996,District of Columbia,unknown,unknown
1996,Florida,unknown,unknown
1996,Illinois,unknown,unknown
1996,Indiana,unknown,unknown
1996,Kansas,unknown,independent
1996,Kansas,unknown,unknown
1996,Kentucky,unknown,unknown
1996,Maryland,unknown,unknown
1996,Massachusetts,unknown,unknown
1996,Michigan,unknown,unknown
1996,Minnesota,unknown,unknown
1996,Mississippi,unknown,independent
1996,Missouri,unknown,independent
1996,New Jersey,unknown,independent
1996,North Carolina,unknown,unknown
1996,South Dakota,unknown,independent
1996,Tennessee,unknown,independent
1996,Tennessee,unknown,unknown
1996,Texas,unknown,unknown
1996,Utah,unknown,unknown
1996,Vermont,unknown,unknown
1996,Washington,unknown,independent
1996,Wisconsin,unknown,independent
2000,Alabama,unknown,independent
2000,Alabama,unknown,unknown
2000,Alaska,unknown,unknown
2000,Arizona,unknown,unknown
2000,Connecticut,unknown,unknown
2000,District of Columbia,unknown,unknown
2000,Florida,unknown,unknown
2000,Illinois,unknown,independent
2000,Illinois,unknown,unknown
2000,Indiana,unknown,unknown
2000,Iowa,unknown,independent
2000,Kansas,unknown,independent
2000,Kentucky,unknown,constitution party
2000,Kentucky,unknown,unknown
2000,Maryland,unknown,unknown
2000,Michigan,unknown,unknown
2000,Minnesota,unknown,unknown
2000,Mississippi,unknown,independent
2000,Nebraska,unknown,nominated by petition
2000,Nebraska,unknown,natural law
2000,New Hampshire,unknown,unknown
2000,New Hampshire,unknown,constitution party
2000,New Jersey,unknown,independent
2000,New York,unknown,socialist
2000,North Dakota,unknown,independent
2000,Rhode Island,unknown,unknown
2000,Rhode Island,unknown,socialist
2000,Rhode Island,unknown,socialist workers
2000,South Carolina,unknown,constitution party
2000,Tennessee,unknown,independent
2000,Tennessee,unknown,unknown
2000,Texas,unknown,independent
2000,Texas,unknown,unknown
2000,Utah,unknown,no party affiliation
2000,Utah,unknown,unknown
2000,Vermont,unknown,unknown
2000,Virginia,unknown,unknown
2000,West Virginia,unknown,unknown
2000,Wisconsin,unknown,independent
2000,Wisconsin,unknown,constitution party
2008,Alabama,unknown,independent
2008,Alabama,unknown,unknown
2008,Alaska,unknown,unknown
2008,Arizona,unknown,unknown
2008,California,unknown,independent
2008,Connecticut,unknown,unknown
2008,District of Columbia,unknown,unknown
2008,Florida,unknown,unknown
2008,Georgia,unknown,unknown
2008,Georgia,unknown,independent
2008,Idaho,unknown,unknown
2008,Illinois,unknown,new
2008,Illinois,unknown,unknown
2008,Indiana,unknown,unknown
2008,Iowa,unknown,unknown
2008,Kentucky,unknown,unknown
2008,Maryland,unknown,unknown
2008,Minnesota,unknown,unknown
2008,Nebraska,unknown,unknown
2008,New Hampshire,unknown,unknown
2008,New York,unknown,unknown
2008,North Carolina,unknown,unknown
2008,Ohio,unknown,independent
2008,Oregon,unknown,libertarian
2008,Pennsylvania,unknown,unknown
2008,Rhode Island,unknown,unknown
2008,Tennessee,unknown,independent
2008,Texas,unknown,unknown
2008,Utah,unknown,unknown
2008,Vermont,unknown,unknown
2008,Virginia,unknown,unknown
2008,West Virginia,unknown,unknown
2008,Wyoming,unknown,independent
2008,Wyoming,unknown,unknown
2012,Alabama,unknown,independent
2012,Alabama,unknown,unknown
2012,Alaska,unknown,unknown
2012,Arizona,unknown,unknown
2012,California,unknown,unknown
2012,Connecticut,unknown,independent
2012,Connecticut,unknown,unknown
2012,District of Columbia,unknown,unknown
2012,Florida,unknown,unknown
2012,Idaho,unknown,independent
2012,Illinois,unknown,unknown
2012,Indiana,unknown,unknown
2012,Iowa,unknown,unknown
2012,Iowa,unknown,nominated by petition
2012,Kansas,unknown,unknown
2012,Kentucky,unknown,unknown
2012,Maine,unknown,unknown
2012,Maryland,unknown,unknown
2012,Michigan,unknown,unknown
2012,Minnesota,unknown,unknown
2012,Montana,unknown,unknown
2012,Nebraska,unknown,unknown
2012,Nebraska,unknown,nominated by petition
2012,New Hampshire,unknown,unknown
2012,New Mexico,unknown,new mexico independent party
2012,New York,unknown,unknown
2012,North Carolina,unknown,unknown
2012,North Dakota,unknown,unknown
2012,Ohio,unknown,unknown
2012,Rhode Island,unknown,unknown
2012,Tennessee,unknown,independent
2012,Texas,unknown,unknown
2012,Utah,unknown,no party affiliation
