,year,state,candidate,party,totalvotes,Eligible_voting_pop,electoralvotes,candidatevotes,state_won_flag,percent_won
2760,2008,Utah,"Obama, Barack H.",democrat,952370,1700286.0,5.0,327670,0,34.41
2761,2008,Vermont,Other,constitution party,325046,482677.0,3.0,500,0,0.15
2762,2008,Vermont,Other,libertarian,325046,482677.0,3.0,1067,0,0.33
2763,2008,Vermont,Other,socialist workers,325046,482677.0,3.0,150,0,0.05
2764,2008,Vermont,Other,socialism and liberation party,325046,482677.0,3.0,149,0,0.05
2765,2008,Vermont,"McCain, John",republican,325046,482677.0,3.0,98974,0,30.45
2766,2008,Vermont,Other,socialist,325046,482677.0,3.0,141,0,0.04
2767,2008,Vermont,Other,green,325046,482677.0,3.0,3339,0,1.03
2768,2008,Vermont,"Obama, Barack H.",democrat,325046,482677.0,3.0,219262,1,67.46
2769,2008,Virginia,Other,constitution party,3723260,5555415.0,13.0,7474,0,0.2
2770,2008,Virginia,Other,libertarian,3723260,5555415.0,13.0,11067,0,0.3
2771,2008,Virginia,"McCain, John",republican,3723260,5555415.0,13.0,1725005,0,46.33
2772,2008,Virginia,Other,green,3723260,5555415.0,13.0,2344,0,0.06
2773,2008,Virginia,Other,green,3723260,5555415.0,13.0,11483,0,0.31
2774,2008,Virginia,"Obama, Barack H.",democrat,3723260,5555415.0,13.0,1959532,1,52.63
2775,2008,Washington,Other,constitution party,3036878,4561163.0,11.0,9432,0,0.31
2776,2008,Washington,Other,libertarian,3036878,4561163.0,11.0,12728,0,0.42
2777,2008,Washington,Other,socialist workers,3036878,4561163.0,11.0,641,0,0.02
2778,2008,Washington,Other,socialism and liberation party,3036878,4561163.0,11.0,705,0,0.02
2779,2008,Washington,"McCain, John",republican,3036878,4561163.0,11.0,1229216,0,40.48
2780,2008,Washington,Other,green,3036878,4561163.0,11.0,3819,0,0.13
2781,2008,Washington,Other,green,3036878,4561163.0,11.0,29489,0,0.97
2782,2008,Washington,"Obama, Barack H.",democrat,3036878,4561163.0,11.0,1750848,1,57.65
2783,2008,West Virginia,Other,constitution party,713451,1430439.0,5.0,2465,0,0.35
2784,2008,West Virginia,"McCain, John",republican,713451,1430439.0,5.0,397466,1,55.71
2785,2008,West Virginia,Other,green,713451,1430439.0,5.0,2355,0,0.33
2786,2008,West Virginia,Other,green,713451,1430439.0,5.0,7219,0,1.01
2787,2008,West Virginia,"Obama, Barack H.",democrat,713451,1430439.0,5.0,303857,0,42.59
2788,2008,Wisconsin,Other,constitution party,2983417,4120694.0,10.0,5072,0,0.17
2789,2008,Wisconsin,Other,libertarian,2983417,4120694.0,10.0,8858,0,0.3
2790,2008,Wisconsin,Other,socialism and liberation party,2983417,4120694.0,10.0,237,0,0.01
2791,2008,Wisconsin,"McCain, John",republican,2983417,4120694.0,10.0,1262393,0,42.31
2792,2008,Wisconsin,Other,green,2983417,4120694.0,10.0,4216,0,0.14
2793,2008,Wisconsin,Other,socialist,2983417,4120694.0,10.0,540,0,0.02
2794,2008,Wisconsin,Other,green,2983417,4120694.0,10.0,17605,0,0.59
2795,2008,Wisconsin,"Obama, Barack H.",democrat,2983417,4120694.0,10.0,1677211,1,56.22
2796,2008,Wisconsin,Other,unknown,2983417,4120694.0,10.0,6521,0,0.22
2797,2008,Wisconsin,Other,we the people,2983417,4120694.0,10.0,764,0,0.03
2798,2008,Wyoming,Other,libertarian,254904,405732.0,3.0,1594,0,0.63
2799,2008,Wyoming,"McCain, John",republican,254904,405732.0,3.0,164958,1,64.71
2800,2008,Wyoming,"Obama, Barack H.",democrat,254904,405732.0,3.0,82868,0,32.51
2801,2008,Wyoming,Other,unknown,254904,405732.0,3.0,246,0,0.1
2802,2012,Alabama,"Obama, Barack H.",democrat,2074338,3539217.0,9.0,795696,0,38.36
2803,2012,Alabama,"Romney, Mitt",republican,2074338,3539217.0,9.0,1255925,1,60.55
2804,2012,Alaska,Other,libertarian,300495,511792.0,3.0,7392,0,2.46
2805,2012,Alaska,"Obama, Barack H.",democrat,300495,511792.0,3.0,122640,0,40.81
2806,2012,Alaska,"Romney, Mitt",republican,300495,511792.0,3.0,164676,1,54.8
2807,2012,Alaska,Other,green,300495,511792.0,3.0,2917,0,0.97
2808,2012,Arizona,Other,libertarian,2299254,4387900.0,11.0,32100,0,1.4
2809,2012,Arizona,"Obama, Barack H.",democrat,2299254,4387900.0,11.0,1025232,0,44.59
2810,2012,Arizona,"Romney, Mitt",republican,2299254,4387900.0,11.0,1233654,1,53.65
2811,2012,Arizona,Other,green,2299254,4387900.0,11.0,7816,0,0.34
2812,2012,Arkansas,Other,libertarian,1069468,2109847.0,6.0,16276,0,1.52
2813,2012,Arkansas,Other,socialism and liberation party,1069468,2109847.0,6.0,1734,0,0.16
2814,2012,Arkansas,"Obama, Barack H.",democrat,1069468,2109847.0,6.0,394409,0,36.88
2815,2012,Arkansas,"Romney, Mitt",republican,1069468,2109847.0,6.0,647744,1,60.57
2816,2012,Arkansas,Other,green,1069468,2109847.0,6.0,9305,0,0.87
2817,2012,California,Other,peace & freedom,13038547,23681837.0,55.0,53824,0,0.41
2818,2012,California,Other,american independent party,13038547,23681837.0,55.0,38372,0,0.29
2819,2012,California,Other,libertarian,13038547,23681837.0,55.0,143221,0,1.1
2820,2012,California,"Obama, Barack H.",democrat,13038547,23681837.0,55.0,7854285,1,60.24
2821,2012,California,"Romney, Mitt",republican,13038547,23681837.0,55.0,4839958,0,37.12
2822,2012,California,Other,green,13038547,23681837.0,55.0,85638,0,0.66
2823,2012,Colorado,Other,socialist,2569516,3675871.0,9.0,308,0,0.01
2824,2012,Colorado,Other,justice,2569516,3675871.0,9.0,1262,0,0.05
2825,2012,Colorado,Other,peace & freedom,2569516,3675871.0,9.0,5057,0,0.2
2826,2012,Colorado,Other,constitution party,2569516,3675871.0,9.0,6234,0,0.24
2827,2012,Colorado,Other,socialist workers,2569516,3675871.0,9.0,192,0,0.01
2828,2012,Colorado,Other,american independent party,2569516,3675871.0,9.0,679,0,0.03
2829,2012,Colorado,Other,libertarian,2569516,3675871.0,9.0,35545,0,1.38
2830,2012,Colorado,Other,socialism and liberation party,2569516,3675871.0,9.0,317,0,0.01
2831,2012,Colorado,Other,american third position,2569516,3675871.0,9.0,267,0,0.01
2832,2012,Colorado,"Obama, Barack H.",democrat,2569516,3675871.0,9.0,1323101,1,51.49
2833,2012,Colorado,Other,no party affiliation,2569516,3675871.0,9.0,2588,0,0.1
2834,2012,Colorado,"Romney, Mitt",republican,2569516,3675871.0,9.0,1185243,0,46.13
2835,2012,Colorado,Other,green,2569516,3675871.0,9.0,7508,0,0.29
2836,2012,Colorado,Other,objectivist party,2569516,3675871.0,9.0,235,0,0.01
2837,2012,Colorado,Other,we the people,2569516,3675871.0,9.0,791,0,0.03
2838,2012,Colorado,Other,socialist equality party,2569516,3675871.0,9.0,189,0,0.01
2839,2012,Connecticut,Other,libertarian,1558204,2543202.0,7.0,12340,0,0.79
2840,2012,Connecticut,"Obama, Barack H.",democrat,1558204,2543202.0,7.0,905083,1,58.09
2841,2012,Connecticut,"Romney, Mitt",republican,1558204,2543202.0,7.0,634892,0,40.75
2842,2012,Delaware,Other,libertarian,413890,663967.0,3.0,3882,0,0.94
2843,2012,Delaware,"Obama, Barack H.",democrat,413890,663967.0,3.0,242584,1,58.61
2844,2012,Delaware,"Romney, Mitt",republican,413890,663967.0,3.0,165484,0,39.98
2845,2012,Delaware,Other,green,413890,663967.0,3.0,1940,0,0.47
2846,2012,Florida,Other,socialist,8474179,13495057.0,29.0,799,0,0.01
2847,2012,Florida,Other,justice,8474179,13495057.0,29.0,1754,0,0.02
2848,2012,Florida,Other,reform party,8474179,13495057.0,29.0,820,0,0.01
2849,2012,Florida,Other,peace & freedom,8474179,13495057.0,29.0,8154,0,0.1
2850,2012,Florida,Other,constitution party,8474179,13495057.0,29.0,2607,0,0.03
2851,2012,Florida,Other,american independent party,8474179,13495057.0,29.0,946,0,0.01
2852,2012,Florida,Other,libertarian,8474179,13495057.0,29.0,44726,0,0.53
2853,2012,Florida,Other,socialism and liberation party,8474179,13495057.0,29.0,322,0,0.0
2854,2012,Florida,"Obama, Barack H.",democrat,8474179,13495057.0,29.0,4237756,1,50.01
2855,2012,Florida,"Romney, Mitt",republican,8474179,13495057.0,29.0,4163447,0,49.13
2856,2012,Florida,Other,green,8474179,13495057.0,29.0,8947,0,0.11
2857,2012,Florida,Other,objectivist party,8474179,13495057.0,29.0,3856,0,0.05
2858,2012,Georgia,Other,libertarian,3897839,6606607.0,16.0,45324,0,1.16
2859,2012,Georgia,"Obama, Barack H.",democrat,3897839,6606607.0,16.0,1773827,0,45.51
2860,2012,Georgia,"Romney, Mitt",republican,3897839,6606607.0,16.0,2078688,1,53.33
2861,2012,Hawaii,Other,unknown,437159,982902.0,4.0,2227,0,0.51
2862,2012,Hawaii,Other,libertarian,437159,982902.0,4.0,3840,0,0.88
2863,2012,Hawaii,"Obama, Barack H.",democrat,437159,982902.0,4.0,306658,1,70.15
2864,2012,Hawaii,Other,unknown,437159,982902.0,4.0,235,0,0.05
2865,2012,Hawaii,"Romney, Mitt",republican,437159,982902.0,4.0,121015,0,27.68
2866,2012,Hawaii,Other,green,437159,982902.0,4.0,3184,0,0.73
2867,2012,Idaho,Other,constitution party,652274,1091410.0,4.0,2222,0,0.34
2868,2012,Idaho,Other,libertarian,652274,1091410.0,4.0,9453,0,1.45
2869,2012,Idaho,"Obama, Barack H.",democrat,652274,1091410.0,4.0,212787,0,32.62
2870,2012,Idaho,"Romney, Mitt",republican,652274,1091410.0,4.0,420911,1,64.53
2871,2012,Illinois,Other,libertarian,5242014,8899143.0,20.0,56229,0,1.07
2872,2012,Illinois,"Obama, Barack H.",democrat,5242014,8899143.0,20.0,3019512,1,57.6
2873,2012,Illinois,"Romney, Mitt",republican,5242014,8899143.0,20.0,2135216,0,40.73
2874,2012,Illinois,Other,green,5242014,8899143.0,20.0,30222,0,0.58
2875,2012,Indiana,Other,libertarian,2624534,4755291.0,11.0,50111,0,1.91
2876,2012,Indiana,"Obama, Barack H.",democrat,2624534,4755291.0,11.0,1152887,0,43.93
2877,2012,Indiana,"Romney, Mitt",republican,2624534,4755291.0,11.0,1420543,1,54.13
2878,2012,Iowa,Other,constitution party,1582180,2251748.0,6.0,3038,0,0.19
2879,2012,Iowa,Other,socialist workers,1582180,2251748.0,6.0,445,0,0.03
2880,2012,Iowa,Other,libertarian,1582180,2251748.0,6.0,12926,0,0.82
2881,2012,Iowa,Other,socialism and liberation party,1582180,2251748.0,6.0,372,0,0.02
2882,2012,Iowa,"Obama, Barack H.",democrat,1582180,2251748.0,6.0,822544,1,51.99
2883,2012,Iowa,"Romney, Mitt",republican,1582180,2251748.0,6.0,730617,0,46.18
2884,2012,Iowa,Other,green,1582180,2251748.0,6.0,3769,0,0.24
2885,2012,Kansas,Other,constitution party,1159971,2030686.0,6.0,5017,0,0.43
2886,2012,Kansas,Other,libertarian,1159971,2030686.0,6.0,20456,0,1.76
2887,2012,Kansas,"Obama, Barack H.",democrat,1159971,2030686.0,6.0,440726,0,37.99
2888,2012,Kansas,"Romney, Mitt",republican,1159971,2030686.0,6.0,692634,1,59.71
2889,2012,Kentucky,Other,libertarian,1797212,3229185.0,8.0,17063,0,0.95
2890,2012,Kentucky,"Obama, Barack H.",democrat,1797212,3229185.0,8.0,679370,0,37.8
2891,2012,Kentucky,"Romney, Mitt",republican,1797212,3229185.0,8.0,1087190,1,60.49
2892,2012,Kentucky,Other,green,1797212,3229185.0,8.0,6337,0,0.35
2893,2012,Kentucky,Other,independent,1797212,3229185.0,8.0,6872,0,0.38
2894,2012,Louisiana,Other,justice,1994065,3311626.0,8.0,1368,0,0.07
2895,2012,Louisiana,Other,prohibition,1994065,3311626.0,8.0,518,0,0.03
2896,2012,Louisiana,Other,constitution party,1994065,3311626.0,8.0,2508,0,0.13
2897,2012,Louisiana,Other,socialist workers,1994065,3311626.0,8.0,389,0,0.02
2898,2012,Louisiana,Other,libertarian,1994065,3311626.0,8.0,18157,0,0.91
2899,2012,Louisiana,Other,socialism and liberation party,1994065,3311626.0,8.0,622,0,0.03
2900,2012,Louisiana,"Obama, Barack H.",democrat,1994065,3311626.0,8.0,809141,0,40.58
2901,2012,Louisiana,"Romney, Mitt",republican,1994065,3311626.0,8.0,1152262,1,57.78
2902,2012,Louisiana,Other,green,1994065,3311626.0,8.0,6978,0,0.35
2903,2012,Louisiana,Other,we the people,1994065,3311626.0,8.0,1767,0,0.09
2904,2012,Louisiana,Other,socialist equality party,1994065,3311626.0,8.0,355,0,0.02
2905,2012,Maine,Other,unknown,724758,1046008.0,4.0,11578,0,1.6
2906,2012,Maine,Other,libertarian,724758,1046008.0,4.0,9352,0,1.29
2907,2012,Maine,"Obama, Barack H.",democrat,724758,1046008.0,4.0,401306,1,55.37
2908,2012,Maine,"Romney, Mitt",republican,724758,1046008.0,4.0,292276,0,40.33
2909,2012,Maine,Other,green,724758,1046008.0,4.0,8119,0,1.12
2910,2012,Maryland,Other,libertarian,2707327,4063582.0,10.0,30195,0,1.12
2911,2012,Maryland,"Obama, Barack H.",democrat,2707327,4063582.0,10.0,1677844,1,61.97
2912,2012,Maryland,"Romney, Mitt",republican,2707327,4063582.0,10.0,971869,0,35.9
2913,2012,Maryland,Other,green,2707327,4063582.0,10.0,17110,0,0.63
2914,2012,Massachusetts,Other,unknown,3184196,4809675.0,11.0,16429,0,0.52
2915,2012,Massachusetts,Other,libertarian,3184196,4809675.0,11.0,30920,0,0.97
2916,2012,Massachusetts,"Obama, Barack H.",democrat,3184196,4809675.0,11.0,1921290,1,60.34
2917,2012,Massachusetts,Other,unknown,3184196,4809675.0,11.0,6552,0,0.21
2918,2012,Massachusetts,"Romney, Mitt",republican,3184196,4809675.0,11.0,1188314,0,37.32
2919,2012,Massachusetts,Other,green,3184196,4809675.0,11.0,20691,0,0.65
2920,2012,Michigan,Other,justice,4730961,7312725.0,16.0,5147,0,0.11
2921,2012,Michigan,Other,constitution party,4730961,7312725.0,16.0,16119,0,0.34
2922,2012,Michigan,"Obama, Barack H.",democrat,4730961,7312725.0,16.0,2564569,1,54.21
2923,2012,Michigan,"Romney, Mitt",republican,4730961,7312725.0,16.0,2115256,0,44.71
2924,2012,Michigan,Other,green,4730961,7312725.0,16.0,21897,0,0.46
2925,2012,Minnesota,Other,justice,2936561,3861598.0,10.0,1996,0,0.07
2926,2012,Minnesota,Other,grassroots,2936561,3861598.0,10.0,3149,0,0.11
2927,2012,Minnesota,Other,constitution party,2936561,3861598.0,10.0,3722,0,0.13
2928,2012,Minnesota,Other,socialist workers,2936561,3861598.0,10.0,1051,0,0.04
2929,2012,Minnesota,Other,libertarian,2936561,3861598.0,10.0,35098,0,1.2
2930,2012,Minnesota,Other,socialism and liberation party,2936561,3861598.0,10.0,397,0,0.01
2931,2012,Minnesota,Other,constitutional government,2936561,3861598.0,10.0,1092,0,0.04
2932,2012,Minnesota,"Obama, Barack H.",democrat,2936561,3861598.0,10.0,1546167,1,52.65
2933,2012,Minnesota,"Romney, Mitt",republican,2936561,3861598.0,10.0,1320225,0,44.96
2934,2012,Minnesota,Other,green,2936561,3861598.0,10.0,13023,0,0.44
2935,2012,Mississippi,Other,constitution party,1285584,2166825.0,6.0,2609,0,0.2
2936,2012,Mississippi,Other,libertarian,1285584,2166825.0,6.0,6676,0,0.52
2937,2012,Mississippi,"Obama, Barack H.",democrat,1285584,2166825.0,6.0,562949,0,43.79
2938,2012,Mississippi,"Romney, Mitt",republican,1285584,2166825.0,6.0,710746,1,55.29
2939,2012,Mississippi,Other,green,1285584,2166825.0,6.0,1588,0,0.12
2940,2012,Mississippi,Other,reform party,1285584,2166825.0,6.0,1016,0,0.08
2941,2012,Missouri,Other,constitution party,2757323,4432957.0,10.0,7936,0,0.29
2942,2012,Missouri,Other,libertarian,2757323,4432957.0,10.0,43151,0,1.56
2943,2012,Missouri,"Obama, Barack H.",democrat,2757323,4432957.0,10.0,1223796,0,44.38
2944,2012,Missouri,"Romney, Mitt",republican,2757323,4432957.0,10.0,1482440,1,53.76
2945,2012,Montana,Other,libertarian,484048,774476.0,3.0,14165,0,2.93
2946,2012,Montana,"Obama, Barack H.",democrat,484048,774476.0,3.0,201839,0,41.7
2947,2012,Montana,"Romney, Mitt",republican,484048,774476.0,3.0,267928,1,55.35
2948,2012,Nebraska,Other,libertarian,794379,1316915.0,5.0,11109,0,1.4
2949,2012,Nebraska,"Obama, Barack H.",democrat,794379,1316915.0,5.0,302081,0,38.03
2950,2012,Nebraska,"Romney, Mitt",republican,794379,1316915.0,5.0,475064,1,59.8
2951,2012,Nevada,Other,constitution party,1014918,1800969.0,6.0,3240,0,0.32
2952,2012,Nevada,Other,libertarian,1014918,1800969.0,6.0,10968,0,1.08
2953,2012,Nevada,Other,unknown,1014918,1800969.0,6.0,5770,0,0.57
2954,2012,Nevada,"Obama, Barack H.",democrat,1014918,1800969.0,6.0,531373,1,52.36
2955,2012,Nevada,"Romney, Mitt",republican,1014918,1800969.0,6.0,463567,0,45.68
2956,2012,New Hampshire,Other,constitution party,710972,1013420.0,4.0,708,0,0.1
2957,2012,New Hampshire,Other,libertarian,710972,1013420.0,4.0,8212,0,1.16
2958,2012,New Hampshire,"Obama, Barack H.",democrat,710972,1013420.0,4.0,369561,1,51.98
2959,2012,New Hampshire,"Romney, Mitt",republican,710972,1013420.0,4.0,329918,0,46.4
2960,2012,New Hampshire,Other,unknown,710972,1013420.0,4.0,875,0,0.12
2961,2012,New Jersey,Other,justice,3638499,5918182.0,14.0,1723,0,0.05
2962,2012,New Jersey,Other,nsa did 911,3638499,5918182.0,14.0,1024,0,0.03
2963,2012,New Jersey,Other,constitution party,3638499,5918182.0,14.0,2063,0,0.06
2964,2012,New Jersey,Other,socialist workers,3638499,5918182.0,14.0,709,0,0.02
2965,2012,New Jersey,Other,libertarian,3638499,5918182.0,14.0,21035,0,0.58
2966,2012,New Jersey,Other,socialism and liberation party,3638499,5918182.0,14.0,521,0,0.01
2967,2012,New Jersey,Other,american third position,3638499,5918182.0,14.0,664,0,0.02
2968,2012,New Jersey,"Obama, Barack H.",democrat,3638499,5918182.0,14.0,2122786,1,58.34
2969,2012,New Jersey,"Romney, Mitt",republican,3638499,5918182.0,14.0,1478088,0,40.62
2970,2012,New Jersey,Other,green,3638499,5918182.0,14.0,9886,0,0.27
2971,2012,New Mexico,Other,constitution party,783758,1436363.0,5.0,982,0,0.13
2972,2012,New Mexico,Other,libertarian,783758,1436363.0,5.0,27788,0,3.55
2973,2012,New Mexico,"Obama, Barack H.",democrat,783758,1436363.0,5.0,415335,1,52.99
2974,2012,New Mexico,"Romney, Mitt",republican,783758,1436363.0,5.0,335788,0,42.84
2975,2012,New Mexico,Other,green,783758,1436363.0,5.0,2691,0,0.34
2976,2012,New York,Other,unknown,7116784,13324107.0,29.0,63881,0,0.9
2977,2012,New York,Other,constitution party,7116784,13324107.0,29.0,6270,0,0.09
2978,2012,New York,Other,libertarian,7116784,13324107.0,29.0,47092,0,0.66
2979,2012,New York,Other,socialism and liberation party,7116784,13324107.0,29.0,2039,0,0.03
2980,2012,New York,"Obama, Barack H.",democrat,7116784,13324107.0,29.0,4471871,1,62.84
2981,2012,New York,"Romney, Mitt",republican,7116784,13324107.0,29.0,2485432,0,34.92
2982,2012,New York,Other,green,7116784,13324107.0,29.0,39856,0,0.56
2983,2012,North Carolina,Other,libertarian,4505372,6947954.0,15.0,44515,0,0.99
2984,2012,North Carolina,"Obama, Barack H.",democrat,4505372,6947954.0,15.0,2178391,0,48.35
2985,2012,North Carolina,"Romney, Mitt",republican,4505372,6947954.0,15.0,2270395,1,50.39
2986,2012,North Dakota,Other,constitution party,322932,539164.0,3.0,1186,0,0.37
2987,2012,North Dakota,Other,libertarian,322932,539164.0,3.0,5238,0,1.62
2988,2012,North Dakota,"Obama, Barack H.",democrat,322932,539164.0,3.0,124966,0,38.7
2989,2012,North Dakota,"Romney, Mitt",republican,322932,539164.0,3.0,188320,1,58.32
2990,2012,North Dakota,Other,green,322932,539164.0,3.0,1362,0,0.42
2991,2012,Ohio,Other,socialist,5580822,8649495.0,18.0,2967,0,0.05
2992,2012,Ohio,Other,independent,5580822,8649495.0,18.0,12502,0,0.22
2993,2012,Ohio,Other,constitution party,5580822,8649495.0,18.0,8151,0,0.15
2994,2012,Ohio,Other,libertarian,5580822,8649495.0,18.0,49493,0,0.89
2995,2012,Ohio,"Obama, Barack H.",democrat,5580822,8649495.0,18.0,2827621,1,50.67
2996,2012,Ohio,"Romney, Mitt",republican,5580822,8649495.0,18.0,2661407,0,47.69
2997,2012,Ohio,Other,green,5580822,8649495.0,18.0,18574,0,0.33
2998,2012,Oklahoma,"Obama, Barack H.",democrat,1334872,2713268.0,7.0,443547,0,33.23
2999,2012,Oklahoma,"Romney, Mitt",republican,1334872,2713268.0,7.0,891325,1,66.77
3000,2012,Oregon,Other,justice,1789270,2836101.0,7.0,3384,0,0.19
3001,2012,Oregon,Other,constitution party,1789270,2836101.0,7.0,4432,0,0.25
3002,2012,Oregon,Other,libertarian,1789270,2836101.0,7.0,24089,0,1.35
3003,2012,Oregon,"Obama, Barack H.",democrat,1789270,2836101.0,7.0,970488,1,54.24
3004,2012,Oregon,Other,unknown,1789270,2836101.0,7.0,13275,0,0.74
3005,2012,Oregon,"Romney, Mitt",republican,1789270,2836101.0,7.0,754175,0,42.15
3006,2012,Oregon,Other,green,1789270,2836101.0,7.0,19427,0,1.09
3007,2012,Pennsylvania,Other,libertarian,5742040,9651432.0,20.0,49991,0,0.87
3008,2012,Pennsylvania,"Obama, Barack H.",democrat,5742040,9651432.0,20.0,2990274,1,52.08
3009,2012,Pennsylvania,"Romney, Mitt",republican,5742040,9651432.0,20.0,2680434,0,46.68
3010,2012,Pennsylvania,Other,green,5742040,9651432.0,20.0,21341,0,0.37
3011,2012,Rhode Island,Other,justice,446049,768918.0,4.0,416,0,0.09
3012,2012,Rhode Island,Other,constitution party,446049,768918.0,4.0,430,0,0.1
3013,2012,Rhode Island,Other,libertarian,446049,768918.0,4.0,4388,0,0.98
3014,2012,Rhode Island,Other,socialism and liberation party,446049,768918.0,4.0,132,0,0.03
3015,2012,Rhode Island,"Obama, Barack H.",democrat,446049,768918.0,4.0,279677,1,62.7
3016,2012,Rhode Island,"Romney, Mitt",republican,446049,768918.0,4.0,157204,0,35.24
3017,2012,Rhode Island,Other,green,446049,768918.0,4.0,2421,0,0.54
3018,2012,South Carolina,Other,constitution party,1964118,3486838.0,9.0,4765,0,0.24
3019,2012,South Carolina,Other,libertarian,1964118,3486838.0,9.0,16321,0,0.83
3020,2012,South Carolina,"Obama, Barack H.",democrat,1964118,3486838.0,9.0,865941,0,44.09
3021,2012,South Carolina,"Romney, Mitt",republican,1964118,3486838.0,9.0,1071645,1,54.56
3022,2012,South Carolina,Other,green,1964118,3486838.0,9.0,5446,0,0.28
3023,2012,South Dakota,Other,constitution party,363815,613190.0,3.0,2371,0,0.65
3024,2012,South Dakota,Other,libertarian,363815,613190.0,3.0,5795,0,1.59
3025,2012,South Dakota,"Obama, Barack H.",democrat,363815,613190.0,3.0,145039,0,39.87
3026,2012,South Dakota,"Romney, Mitt",republican,363815,613190.0,3.0,210610,1,57.89
3027,2012,Tennessee,Other,constitution party,2458577,4736084.0,11.0,6022,0,0.24
3028,2012,Tennessee,"Obama, Barack H.",democrat,2458577,4736084.0,11.0,960709,0,39.08
3029,2012,Tennessee,"Romney, Mitt",republican,2458577,4736084.0,11.0,1462330,1,59.48
3030,2012,Tennessee,Other,green,2458577,4736084.0,11.0,6515,0,0.26
3031,2012,Texas,Other,libertarian,7993851,16119973.0,38.0,88580,0,1.11
3032,2012,Texas,"Obama, Barack H.",democrat,7993851,16119973.0,38.0,3308124,0,41.38
3033,2012,Texas,"Romney, Mitt",republican,7993851,16119973.0,38.0,4569843,1,57.17
3034,2012,Texas,Other,green,7993851,16119973.0,38.0,24657,0,0.31
3035,2012,Utah,Other,justice,1017440,1833339.0,6.0,5335,0,0.52
3036,2012,Utah,Other,constitution party,1017440,1833339.0,6.0,2871,0,0.28
3037,2012,Utah,Other,libertarian,1017440,1833339.0,6.0,12572,0,1.24
3038,2012,Utah,"Obama, Barack H.",democrat,1017440,1833339.0,6.0,251813,0,24.75
3039,2012,Utah,"Romney, Mitt",republican,1017440,1833339.0,6.0,740600,1,72.79
3040,2012,Utah,Other,green,1017440,1833339.0,6.0,3817,0,0.38
3041,2012,Vermont,Other,justice,299290,493355.0,3.0,1128,0,0.38
3042,2012,Vermont,Other,libertarian,299290,493355.0,3.0,3487,0,1.17
3043,2012,Vermont,Other,socialism and liberation party,299290,493355.0,3.0,695,0,0.23
3044,2012,Vermont,"Obama, Barack H.",democrat,299290,493355.0,3.0,199239,1,66.57
3045,2012,Vermont,"Romney, Mitt",republican,299290,493355.0,3.0,92698,0,30.97
3046,2012,Virginia,Other,constitution party,3854489,5834676.0,13.0,13058,0,0.34
3047,2012,Virginia,Other,libertarian,3854489,5834676.0,13.0,31216,0,0.81
3048,2012,Virginia,"Obama, Barack H.",democrat,3854489,5834676.0,13.0,1971820,1,51.16
3049,2012,Virginia,"Romney, Mitt",republican,3854489,5834676.0,13.0,1822522,0,47.28
3050,2012,Virginia,Other,green,3854489,5834676.0,13.0,8627,0,0.22
3051,2012,Washington,Other,justice,3125516,4822060.0,12.0,4946,0,0.16
3052,2012,Washington,Other,constitution party,3125516,4822060.0,12.0,8851,0,0.28
3053,2012,Washington,Other,socialist workers,3125516,4822060.0,12.0,1205,0,0.04
3054,2012,Washington,Other,libertarian,3125516,4822060.0,12.0,42202,0,1.35
3055,2012,Washington,Other,socialism and liberation party,3125516,4822060.0,12.0,1318,0,0.04
3056,2012,Washington,"Obama, Barack H.",democrat,3125516,4822060.0,12.0,1755396,1,56.16
3057,2012,Washington,Other,republican,3125516,4822060.0,12.0,1290670,0,41.29
3058,2012,Washington,Other,green,3125516,4822060.0,12.0,20928,0,0.67
3059,2012,West Virginia,Other,libertarian,670438,1447066.0,5.0,6302,0,0.94
3060,2012,West Virginia,"Obama, Barack H.",democrat,670438,1447066.0,5.0,238269,0,35.54
3061,2012,West Virginia,"Romney, Mitt",republican,670438,1447066.0,5.0,417655,1,62.3
3062,2012,West Virginia,Other,green,670438,1447066.0,5.0,4406,0,0.66
3063,2012,Wisconsin,Other,constitution party,3071434,4209370.0,10.0,4930,0,0.16
3064,2012,Wisconsin,"Obama, Barack H.",democrat,3071434,4209370.0,10.0,1620985,1,52.78
3065,2012,Wisconsin,"Romney, Mitt",republican,3071434,4209370.0,10.0,1410966,0,45.94
3066,2012,Wisconsin,Other,unknown,3071434,4209370.0,10.0,5170,0,0.17
3067,2012,Wyoming,Other,unknown,250701,425142.0,3.0,1367,0,0.55
3068,2012,Wyoming,Other,constitution party,250701,425142.0,3.0,1452,0,0.58
3069,2012,Wyoming,Other,libertarian,250701,425142.0,3.0,5326,0,2.12
3070,2012,Wyoming,"Obama, Barack H.",democrat,250701,425142.0,3.0,69286,0,27.64
3071,2012,Wyoming,Other,unknown,250701,425142.0,3.0,273,0,0.11
3072,2012,Wyoming,"Romney, Mitt",republican,250701,425142.0,3.0,170962,1,68.19
3073,2016,Alabama,"Clinton, Hillary",democrat,2123372,3609447.0,9.0,729547,0,34.36
3074,2016,Alabama,Other,libertarian,2123372,3609447.0,9.0,44467,0,2.09
3075,2016,Alabama,Other,green,2123372,3609447.0,9.0,9391,0,0.44
3076,2016,Alabama,"Trump, Donald J.",republican,2123372,3609447.0,9.0,1318255,1,62.08
3077,2016,Alaska,Other,constitution party,318608,522679.0,3.0,3866,0,1.21
3078,2016,Alaska,"Clinton, Hillary",democrat,318608,522679.0,3.0,116454,0,36.55
