,year,state,candidate,party,totalvotes,Eligible_voting_pop,electoralvotes,candidatevotes,state_won_flag,percent_won
837,1984,New York,Other,workers world,6806810,12232120.0,36.0,2226,0,0.03
838,1984,New York,"Mondale, Walter",democrat,6806810,12232120.0,36.0,3119609,0,45.83
839,1984,New York,Other,unknown,6806810,12232120.0,36.0,837,0,0.01
840,1984,New York,"Reagan, Ronald",republican,6806810,12232120.0,36.0,3664763,1,53.84
841,1984,New York,Other,alliance,6806810,12232120.0,36.0,3200,0,0.05
842,1984,North Carolina,Other,libertarian,2175361,4512013.0,13.0,3794,0,0.17
843,1984,North Carolina,Other,socialist workers,2175361,4512013.0,13.0,799,0,0.04
844,1984,North Carolina,"Mondale, Walter",democrat,2175361,4512013.0,13.0,824287,0,37.89
845,1984,North Carolina,"Reagan, Ronald",republican,2175361,4512013.0,13.0,1346481,1,61.9
846,1984,North Dakota,Other,libertarian,308971,482655.0,3.0,703,0,0.23
847,1984,North Dakota,Other,prohibition,308971,482655.0,3.0,220,0,0.07
848,1984,North Dakota,Other,communist party use,308971,482655.0,3.0,169,0,0.05
849,1984,North Dakota,Other,citizens,308971,482655.0,3.0,368,0,0.12
850,1984,North Dakota,Other,u.s. labor,308971,482655.0,3.0,1278,0,0.41
851,1984,North Dakota,Other,socialist workers,308971,482655.0,3.0,239,0,0.08
852,1984,North Dakota,"Mondale, Walter",democrat,308971,482655.0,3.0,104429,0,33.8
853,1984,North Dakota,"Reagan, Ronald",republican,308971,482655.0,3.0,200336,1,64.84
854,1984,North Dakota,Other,populist,308971,482655.0,3.0,1077,0,0.35
855,1984,North Dakota,Other,alliance,308971,482655.0,3.0,152,0,0.05
856,1984,Ohio,Other,libertarian,4563235,7732456.0,23.0,5886,0,0.13
857,1984,Ohio,Other,communist party use,4563235,7732456.0,23.0,4438,0,0.1
858,1984,Ohio,Other,workers world,4563235,7732456.0,23.0,2565,0,0.06
859,1984,Ohio,Other,u.s. labor,4563235,7732456.0,23.0,10693,0,0.23
860,1984,Ohio,Other,socialist workers,4563235,7732456.0,23.0,4344,0,0.1
861,1984,Ohio,"Mondale, Walter",democrat,4563235,7732456.0,23.0,1825440,0,40.0
862,1984,Ohio,"Reagan, Ronald",republican,4563235,7732456.0,23.0,2678559,1,58.7
863,1984,Ohio,Other,alliance,4563235,7732456.0,23.0,24180,0,0.53
864,1984,Ohio,Other,workers league,4563235,7732456.0,23.0,7130,0,0.16
865,1984,Oklahoma,Other,libertarian,1255676,2324445.0,8.0,9066,0,0.72
866,1984,Oklahoma,"Mondale, Walter",democrat,1255676,2324445.0,8.0,385080,0,30.67
867,1984,Oklahoma,"Reagan, Ronald",republican,1255676,2324445.0,8.0,861530,1,68.61
868,1984,Oregon,"Mondale, Walter",democrat,1226527,1906880.0,7.0,536479,0,43.74
869,1984,Oregon,Other,unknown,1226527,1906880.0,7.0,4348,0,0.35
870,1984,Oregon,"Reagan, Ronald",republican,1226527,1906880.0,7.0,685700,1,55.91
871,1984,Pennsylvania,Other,libertarian,4844903,8790815.0,25.0,6982,0,0.14
872,1984,Pennsylvania,Other,communist party use,4844903,8790815.0,25.0,1780,0,0.04
873,1984,Pennsylvania,Other,citizens,4844903,8790815.0,25.0,21628,0,0.45
874,1984,Pennsylvania,"Mondale, Walter",democrat,4844903,8790815.0,25.0,2228131,0,45.99
875,1984,Pennsylvania,"Reagan, Ronald",republican,4844903,8790815.0,25.0,2584323,1,53.34
876,1984,Pennsylvania,Other,workers league,4844903,8790815.0,25.0,2059,0,0.04
877,1984,Rhode Island,Other,libertarian,410489,697537.0,4.0,277,0,0.07
878,1984,Rhode Island,Other,communist party use,410489,697537.0,4.0,75,0,0.02
879,1984,Rhode Island,Other,workers world,410489,697537.0,4.0,91,0,0.02
880,1984,Rhode Island,Other,citizens,410489,697537.0,4.0,240,0,0.06
881,1984,Rhode Island,Other,socialist workers,410489,697537.0,4.0,61,0,0.01
882,1984,Rhode Island,"Mondale, Walter",democrat,410489,697537.0,4.0,197106,0,48.02
883,1984,Rhode Island,"Reagan, Ronald",republican,410489,697537.0,4.0,212080,1,51.67
884,1984,Rhode Island,Other,populist,410489,697537.0,4.0,510,0,0.12
885,1984,Rhode Island,Other,alliance,410489,697537.0,4.0,49,0,0.01
886,1984,South Carolina,Other,libertarian,968529,2329080.0,8.0,4359,0,0.45
887,1984,South Carolina,Other,american,968529,2329080.0,8.0,3490,0,0.36
888,1984,South Carolina,"Mondale, Walter",democrat,968529,2329080.0,8.0,344459,0,35.57
889,1984,South Carolina,"Reagan, Ronald",republican,968529,2329080.0,8.0,615539,1,63.55
890,1984,South Carolina,Other,alliance,968529,2329080.0,8.0,682,0,0.07
891,1984,South Dakota,Other,socialist workers,317867,494651.0,3.0,337,0,0.11
892,1984,South Dakota,"Mondale, Walter",democrat,317867,494651.0,3.0,116113,0,36.53
893,1984,South Dakota,"Reagan, Ronald",republican,317867,494651.0,3.0,200267,1,63.0
894,1984,South Dakota,Other,alliance,317867,494651.0,3.0,1150,0,0.36
895,1984,Tennessee,Other,libertarian,1711993,3415760.0,11.0,3072,0,0.18
896,1984,Tennessee,Other,communist party use,1711993,3415760.0,11.0,1036,0,0.06
897,1984,Tennessee,Other,citizens,1711993,3415760.0,11.0,978,0,0.06
898,1984,Tennessee,Other,u.s. labor,1711993,3415760.0,11.0,1852,0,0.11
899,1984,Tennessee,Other,socialist workers,1711993,3415760.0,11.0,715,0,0.04
900,1984,Tennessee,"Mondale, Walter",democrat,1711993,3415760.0,11.0,711714,0,41.57
901,1984,Tennessee,Other,unknown,1711993,3415760.0,11.0,127,0,0.01
902,1984,Tennessee,"Reagan, Ronald",republican,1711993,3415760.0,11.0,990212,1,57.84
903,1984,Tennessee,Other,populist,1711993,3415760.0,11.0,1763,0,0.1
904,1984,Tennessee,Other,alliance,1711993,3415760.0,11.0,524,0,0.03
905,1984,Texas,Other,u.s. labor,5397571,10582774.0,29.0,14613,0,0.27
906,1984,Texas,"Mondale, Walter",democrat,5397571,10582774.0,29.0,1949276,0,36.11
907,1984,Texas,Other,unknown,5397571,10582774.0,29.0,254,0,0.0
908,1984,Texas,"Reagan, Ronald",republican,5397571,10582774.0,29.0,3433428,1,63.61
909,1984,Utah,Other,libertarian,629656,998820.0,5.0,2447,0,0.39
910,1984,Utah,Other,american,629656,998820.0,5.0,1345,0,0.21
911,1984,Utah,Other,communist party use,629656,998820.0,5.0,184,0,0.03
912,1984,Utah,Other,citizens,629656,998820.0,5.0,844,0,0.13
913,1984,Utah,Other,socialist workers,629656,998820.0,5.0,142,0,0.02
914,1984,Utah,"Mondale, Walter",democrat,629656,998820.0,5.0,155369,0,24.68
915,1984,Utah,"Reagan, Ronald",republican,629656,998820.0,5.0,469105,1,74.5
916,1984,Utah,Other,alliance,629656,998820.0,5.0,220,0,0.03
917,1984,Vermont,Other,libertarian,234561,381479.0,3.0,1002,0,0.43
918,1984,Vermont,Other,communist party use,234561,381479.0,3.0,115,0,0.05
919,1984,Vermont,Other,citizens,234561,381479.0,3.0,264,0,0.11
920,1984,Vermont,Other,u.s. labor,234561,381479.0,3.0,423,0,0.18
921,1984,Vermont,Other,socialist workers,234561,381479.0,3.0,127,0,0.05
922,1984,Vermont,"Mondale, Walter",democrat,234561,381479.0,3.0,95730,0,40.81
923,1984,Vermont,Other,unknown,234561,381479.0,3.0,712,0,0.3
924,1984,Vermont,"Reagan, Ronald",republican,234561,381479.0,3.0,135865,1,57.92
925,1984,Vermont,Other,alliance,234561,381479.0,3.0,323,0,0.14
926,1984,Virginia,Other,u.s. labor,2146635,4100160.0,12.0,13307,0,0.62
927,1984,Virginia,"Mondale, Walter",democrat,2146635,4100160.0,12.0,796250,0,37.09
928,1984,Virginia,"Reagan, Ronald",republican,2146635,4100160.0,12.0,1337078,1,62.29
929,1984,Washington,Other,libertarian,1874910,3072714.0,10.0,8844,0,0.47
930,1984,Washington,Other,communist party use,1874910,3072714.0,10.0,814,0,0.04
931,1984,Washington,Other,workers world,1874910,3072714.0,10.0,641,0,0.03
932,1984,Washington,Other,citizens,1874910,3072714.0,10.0,1891,0,0.1
933,1984,Washington,Other,u.s. labor,1874910,3072714.0,10.0,4712,0,0.25
934,1984,Washington,Other,socialist workers,1874910,3072714.0,10.0,608,0,0.03
935,1984,Washington,"Mondale, Walter",democrat,1874910,3072714.0,10.0,798352,0,42.58
936,1984,Washington,"Reagan, Ronald",republican,1874910,3072714.0,10.0,1051670,1,56.09
937,1984,Washington,Other,populist,1874910,3072714.0,10.0,5724,0,0.31
938,1984,Washington,Other,alliance,1874910,3072714.0,10.0,1654,0,0.09
939,1984,West Virginia,Other,socialist workers,735742,1391427.0,6.0,645,0,0.09
940,1984,West Virginia,"Mondale, Walter",democrat,735742,1391427.0,6.0,328125,0,44.6
941,1984,West Virginia,"Reagan, Ronald",republican,735742,1391427.0,6.0,405483,1,55.11
942,1984,West Virginia,Other,populist,735742,1391427.0,6.0,996,0,0.14
943,1984,West Virginia,Other,alliance,735742,1391427.0,6.0,493,0,0.07
944,1984,Wisconsin,Other,libertarian,2211689,3409202.0,11.0,4883,0,0.22
945,1984,Wisconsin,Other,communist party use,2211689,3409202.0,11.0,596,0,0.03
946,1984,Wisconsin,Other,workers world,2211689,3409202.0,11.0,619,0,0.03
947,1984,Wisconsin,Other,citizens,2211689,3409202.0,11.0,1456,0,0.07
948,1984,Wisconsin,Other,u.s. labor,2211689,3409202.0,11.0,3791,0,0.17
949,1984,Wisconsin,Other,socialist workers,2211689,3409202.0,11.0,444,0,0.02
950,1984,Wisconsin,"Mondale, Walter",democrat,2211689,3409202.0,11.0,995740,0,45.02
951,1984,Wisconsin,Other,unknown,2211689,3409202.0,11.0,706,0,0.03
952,1984,Wisconsin,"Reagan, Ronald",republican,2211689,3409202.0,11.0,1198584,1,54.19
953,1984,Wisconsin,Other,populist,2211689,3409202.0,11.0,3864,0,0.17
954,1984,Wisconsin,Other,alliance,2211689,3409202.0,11.0,1006,0,0.05
955,1984,Wyoming,Other,libertarian,188968,338733.0,3.0,2357,0,1.25
956,1984,Wyoming,"Mondale, Walter",democrat,188968,338733.0,3.0,53370,0,28.24
957,1984,Wyoming,"Reagan, Ronald",republican,188968,338733.0,3.0,133241,1,70.51
958,1988,Alabama,"Bush, George H.W.",republican,1378476,2901744.0,9.0,815576,1,59.17
959,1988,Alabama,"Dukakis, Michael",democrat,1378476,2901744.0,9.0,549506,0,39.86
960,1988,Alabama,Other,libertarian,1378476,2901744.0,9.0,8460,0,0.61
961,1988,Alabama,Other,workers league,1378476,2901744.0,9.0,4428,0,0.32
962,1988,Alaska,"Bush, George H.W.",republican,200116,355023.0,3.0,119251,1,59.59
963,1988,Alaska,"Dukakis, Michael",democrat,200116,355023.0,3.0,72584,0,36.27
964,1988,Alaska,Other,new alliance,200116,355023.0,3.0,1024,0,0.51
965,1988,Alaska,Other,u.s. labor,200116,355023.0,3.0,816,0,0.41
966,1988,Alaska,Other,libertarian,200116,355023.0,3.0,5484,0,2.74
967,1988,Arizona,"Bush, George H.W.",republican,1171873,2454254.0,7.0,702541,1,59.95
968,1988,Arizona,"Dukakis, Michael",democrat,1171873,2454254.0,7.0,454029,0,38.74
969,1988,Arizona,Other,new alliance,1171873,2454254.0,7.0,1662,0,0.14
970,1988,Arizona,Other,libertarian,1171873,2454254.0,7.0,13351,0,1.14
971,1988,Arkansas,"Bush, George H.W.",republican,827738,1689491.0,6.0,466578,1,56.37
972,1988,Arkansas,Other,prohibition,827738,1689491.0,6.0,6465,0,0.78
973,1988,Arkansas,"Dukakis, Michael",democrat,827738,1689491.0,6.0,349237,0,42.19
974,1988,Arkansas,Other,new alliance,827738,1689491.0,6.0,2161,0,0.26
975,1988,Arkansas,Other,libertarian,827738,1689491.0,6.0,3297,0,0.4
976,1988,California,"Bush, George H.W.",republican,9887065,17738700.0,47.0,5054917,1,51.13
977,1988,California,"Dukakis, Michael",democrat,9887065,17738700.0,47.0,4702233,0,47.56
978,1988,California,Other,new alliance,9887065,17738700.0,47.0,58999,0,0.6
979,1988,California,Other,libertarian,9887065,17738700.0,47.0,70105,0,0.71
980,1988,Colorado,"Bush, George H.W.",republican,1372394,2327768.0,8.0,728177,1,53.06
981,1988,Colorado,Other,prohibition,1372394,2327768.0,8.0,4604,0,0.34
982,1988,Colorado,"Dukakis, Michael",democrat,1372394,2327768.0,8.0,621453,0,45.28
983,1988,Colorado,Other,new alliance,1372394,2327768.0,8.0,2539,0,0.19
984,1988,Colorado,Other,libertarian,1372394,2327768.0,8.0,15482,0,1.13
985,1988,Connecticut,"Bush, George H.W.",republican,1443394,2379699.0,8.0,750241,1,51.98
986,1988,Connecticut,"Dukakis, Michael",democrat,1443394,2379699.0,8.0,676584,0,46.87
987,1988,Connecticut,Other,new alliance,1443394,2379699.0,8.0,2491,0,0.17
988,1988,Connecticut,Other,libertarian,1443394,2379699.0,8.0,14071,0,0.97
989,1988,Delaware,"Bush, George H.W.",republican,249891,472441.0,3.0,139639,1,55.88
990,1988,Delaware,"Dukakis, Michael",democrat,249891,472441.0,3.0,108647,0,43.48
991,1988,Delaware,Other,new alliance,249891,472441.0,3.0,443,0,0.18
992,1988,Delaware,Other,libertarian,249891,472441.0,3.0,1162,0,0.47
993,1988,Florida,"Bush, George H.W.",republican,4302313,8777510.0,21.0,2618885,1,60.87
994,1988,Florida,"Dukakis, Michael",democrat,4302313,8777510.0,21.0,1656701,0,38.51
995,1988,Florida,Other,new alliance,4302313,8777510.0,21.0,6655,0,0.15
996,1988,Florida,Other,libertarian,4302313,8777510.0,21.0,19796,0,0.46
997,1988,Georgia,"Bush, George H.W.",republican,1809672,4459739.0,12.0,1081331,1,59.75
998,1988,Georgia,"Dukakis, Michael",democrat,1809672,4459739.0,12.0,714792,0,39.5
999,1988,Georgia,Other,new alliance,1809672,4459739.0,12.0,5099,0,0.28
1000,1988,Georgia,Other,libertarian,1809672,4459739.0,12.0,8435,0,0.47
1001,1988,Hawaii,"Bush, George H.W.",republican,354461,739890.0,4.0,158625,0,44.75
1002,1988,Hawaii,"Dukakis, Michael",democrat,354461,739890.0,4.0,192364,1,54.27
1003,1988,Hawaii,Other,new alliance,354461,739890.0,4.0,1003,0,0.28
1004,1988,Hawaii,Other,u.s. labor,354461,739890.0,4.0,470,0,0.13
1005,1988,Hawaii,Other,libertarian,354461,739890.0,4.0,1999,0,0.56
1006,1988,Idaho,"Bush, George H.W.",republican,408968,667345.0,4.0,253881,1,62.08
1007,1988,Idaho,"Dukakis, Michael",democrat,408968,667345.0,4.0,147272,0,36.01
1008,1988,Idaho,Other,new alliance,408968,667345.0,4.0,2502,0,0.61
1009,1988,Idaho,Other,libertarian,408968,667345.0,4.0,5313,0,1.3
1010,1988,Illinois,"Bush, George H.W.",republican,4559120,7950848.0,24.0,2310939,1,50.69
1011,1988,Illinois,"Dukakis, Michael",democrat,4559120,7950848.0,24.0,2215940,0,48.6
1012,1988,Illinois,Other,new alliance,4559120,7950848.0,24.0,10276,0,0.23
1013,1988,Illinois,Other,libertarian,4559120,7950848.0,24.0,14944,0,0.33
1014,1988,Illinois,Other,workers league,4559120,7950848.0,24.0,7021,0,0.15
1015,1988,Indiana,"Bush, George H.W.",republican,2168621,3996319.0,12.0,1297763,1,59.84
1016,1988,Indiana,"Dukakis, Michael",democrat,2168621,3996319.0,12.0,860643,0,39.69
1017,1988,Indiana,Other,new alliance,2168621,3996319.0,12.0,10215,0,0.47
1018,1988,Iowa,"Bush, George H.W.",republican,1225614,2021793.0,8.0,545355,0,44.5
1019,1988,Iowa,"Dukakis, Michael",democrat,1225614,2021793.0,8.0,670557,1,54.71
1020,1988,Iowa,Other,populist,1225614,2021793.0,8.0,755,0,0.06
1021,1988,Iowa,Other,new alliance,1225614,2021793.0,8.0,540,0,0.04
1022,1988,Iowa,Other,socialist,1225614,2021793.0,8.0,334,0,0.03
1023,1988,Iowa,Other,u.s. labor,1225614,2021793.0,8.0,3526,0,0.29
1024,1988,Iowa,Other,libertarian,1225614,2021793.0,8.0,2494,0,0.2
1025,1988,Iowa,Other,unknown,1225614,2021793.0,8.0,1613,0,0.13
1026,1988,Iowa,Other,socialist workers,1225614,2021793.0,8.0,205,0,0.02
1027,1988,Iowa,Other,workers league,1225614,2021793.0,8.0,235,0,0.02
1028,1988,Kansas,"Bush, George H.W.",republican,993044,1774451.0,7.0,554049,1,55.79
1029,1988,Kansas,"Dukakis, Michael",democrat,993044,1774451.0,7.0,422636,0,42.56
1030,1988,Kentucky,"Bush, George H.W.",republican,1322517,2680364.0,9.0,734281,1,55.52
1031,1988,Kentucky,"Dukakis, Michael",democrat,1322517,2680364.0,9.0,580368,0,43.88
1032,1988,Kentucky,Other,populist,1322517,2680364.0,9.0,4494,0,0.34
1033,1988,Kentucky,Other,new alliance,1322517,2680364.0,9.0,1256,0,0.09
1034,1988,Kentucky,Other,libertarian,1322517,2680364.0,9.0,2118,0,0.16
1035,1988,Louisiana,"Bush, George H.W.",republican,1628202,2941023.0,10.0,883702,1,54.27
1036,1988,Louisiana,"Dukakis, Michael",democrat,1628202,2941023.0,10.0,717460,0,44.06
1037,1988,Louisiana,Other,populist,1628202,2941023.0,10.0,18612,0,1.14
1038,1988,Louisiana,Other,new alliance,1628202,2941023.0,10.0,2355,0,0.14
1039,1988,Louisiana,Other,u.s. labor,1628202,2941023.0,10.0,1958,0,0.12
1040,1988,Louisiana,Other,libertarian,1628202,2941023.0,10.0,4115,0,0.25
1041,1988,Maine,"Bush, George H.W.",republican,555035,888612.0,4.0,307131,1,55.34
1042,1988,Maine,"Dukakis, Michael",democrat,555035,888612.0,4.0,243569,0,43.88
1043,1988,Maine,Other,new alliance,555035,888612.0,4.0,1405,0,0.25
1044,1988,Maine,Other,libertarian,555035,888612.0,4.0,2700,0,0.49
1045,1988,Maryland,"Bush, George H.W.",republican,1714358,3325582.0,10.0,876167,1,51.11
1046,1988,Maryland,"Dukakis, Michael",democrat,1714358,3325582.0,10.0,826304,0,48.2
1047,1988,Maryland,Other,new alliance,1714358,3325582.0,10.0,5115,0,0.3
1048,1988,Maryland,Other,libertarian,1714358,3325582.0,10.0,6748,0,0.39
1049,1988,Massachusetts,"Bush, George H.W.",republican,2632801,4385728.0,13.0,1194635,0,45.38
1050,1988,Massachusetts,"Dukakis, Michael",democrat,2632801,4385728.0,13.0,1401415,1,53.23
1051,1988,Massachusetts,Other,new alliance,2632801,4385728.0,13.0,9561,0,0.36
1052,1988,Massachusetts,Other,libertarian,2632801,4385728.0,13.0,24251,0,0.92
1053,1988,Michigan,"Bush, George H.W.",republican,3669163,6608812.0,20.0,1965486,1,53.57
1054,1988,Michigan,"Dukakis, Michael",democrat,3669163,6608812.0,20.0,1675783,0,45.67
1055,1988,Michigan,Other,libertarian,3669163,6608812.0,20.0,18336,0,0.5
1056,1988,Michigan,Other,workers league,3669163,6608812.0,20.0,1958,0,0.05
1057,1988,Minnesota,"Bush, George H.W.",republican,2096790,3087194.0,10.0,962337,0,45.9
1058,1988,Minnesota,Other,american,2096790,3087194.0,10.0,1298,0,0.06
1059,1988,Minnesota,"Dukakis, Michael",democrat,2096790,3087194.0,10.0,1109471,1,52.91
1060,1988,Minnesota,Other,populist,2096790,3087194.0,10.0,1529,0,0.07
1061,1988,Minnesota,Other,new alliance,2096790,3087194.0,10.0,1734,0,0.08
1062,1988,Minnesota,Other,grassroots,2096790,3087194.0,10.0,1949,0,0.09
1063,1988,Minnesota,Other,u.s. labor,2096790,3087194.0,10.0,1702,0,0.08
1064,1988,Minnesota,Other,independent,2096790,3087194.0,10.0,5403,0,0.26
1065,1988,Minnesota,Other,libertarian,2096790,3087194.0,10.0,5109,0,0.24
1066,1988,Minnesota,Other,socialist workers,2096790,3087194.0,10.0,2155,0,0.1
1067,1988,Minnesota,Other,workers league,2096790,3087194.0,10.0,489,0,0.02
1068,1988,Mississippi,"Bush, George H.W.",republican,931527,1792847.0,7.0,557890,1,59.89
1069,1988,Mississippi,"Dukakis, Michael",democrat,931527,1792847.0,7.0,363921,0,39.07
1070,1988,Mississippi,Other,libertarian,931527,1792847.0,7.0,3329,0,0.36
1071,1988,Missouri,"Bush, George H.W.",republican,2093228,3696905.0,11.0,1084953,1,51.83
1072,1988,Missouri,"Dukakis, Michael",democrat,2093228,3696905.0,11.0,1001619,0,47.85
1073,1988,Missouri,Other,new alliance,2093228,3696905.0,11.0,6656,0,0.32
1074,1988,Montana,"Bush, George H.W.",republican,365674,568014.0,4.0,190412,1,52.07
1075,1988,Montana,"Dukakis, Michael",democrat,365674,568014.0,4.0,168936,0,46.2
1076,1988,Montana,Other,new alliance,365674,568014.0,4.0,1279,0,0.35
1077,1988,Montana,Other,libertarian,365674,568014.0,4.0,5047,0,1.38
1078,1988,Nebraska,"Bush, George H.W.",republican,661465,1125252.0,5.0,397956,1,60.16
1079,1988,Nebraska,"Dukakis, Michael",democrat,661465,1125252.0,5.0,259235,0,39.19
1080,1988,Nebraska,Other,new alliance,661465,1125252.0,5.0,1740,0,0.26
1081,1988,Nebraska,Other,libertarian,661465,1125252.0,5.0,2534,0,0.38
1082,1988,Nevada,"Bush, George H.W.",republican,343133,768131.0,4.0,206040,1,60.05
1083,1988,Nevada,"Dukakis, Michael",democrat,343133,768131.0,4.0,132738,0,38.68
1084,1988,Nevada,Other,new alliance,343133,768131.0,4.0,835,0,0.24
1085,1988,Nevada,Other,libertarian,343133,768131.0,4.0,3520,0,1.03
1086,1988,New Hampshire,"Bush, George H.W.",republican,450525,800468.0,4.0,281537,1,62.49
1087,1988,New Hampshire,"Dukakis, Michael",democrat,450525,800468.0,4.0,163696,0,36.33
1088,1988,New Hampshire,Other,new alliance,450525,800468.0,4.0,790,0,0.18
1089,1988,New Hampshire,Other,libertarian,450525,800468.0,4.0,4502,0,1.0
1090,1988,New Jersey,"Bush, George H.W.",republican,3099553,5435008.0,16.0,1743192,1,56.24
1091,1988,New Jersey,"Dukakis, Michael",democrat,3099553,5435008.0,16.0,1320352,0,42.6
1092,1988,New Jersey,Other,populist,3099553,5435008.0,16.0,2446,0,0.08
1093,1988,New Jersey,Other,new alliance,3099553,5435008.0,16.0,5139,0,0.17
1094,1988,New Jersey,Other,peace & freedom,3099553,5435008.0,16.0,9953,0,0.32
1095,1988,New Jersey,Other,workers world,3099553,5435008.0,16.0,1020,0,0.03
1096,1988,New Jersey,Other,socialist,3099553,5435008.0,16.0,2587,0,0.08
1097,1988,New Jersey,Other,independent,3099553,5435008.0,16.0,3454,0,0.11
1098,1988,New Jersey,Other,libertarian,3099553,5435008.0,16.0,8421,0,0.27
1099,1988,New Jersey,Other,socialist workers,3099553,5435008.0,16.0,2298,0,0.07
1100,1988,New Jersey,Other,workers league,3099553,5435008.0,16.0,691,0,0.02
1101,1988,New Mexico,"Bush, George H.W.",republican,521387,1002876.0,5.0,270341,1,51.85
1102,1988,New Mexico,Other,prohibition,521387,1002876.0,5.0,249,0,0.05
1103,1988,New Mexico,"Dukakis, Michael",democrat,521387,1002876.0,5.0,244497,0,46.89
1104,1988,New Mexico,Other,new alliance,521387,1002876.0,5.0,2237,0,0.43
1105,1988,New Mexico,Other,workers world,521387,1002876.0,5.0,258,0,0.05
1106,1988,New Mexico,Other,libertarian,521387,1002876.0,5.0,3368,0,0.65
1107,1988,New Mexico,Other,socialist workers,521387,1002876.0,5.0,344,0,0.07
1108,1988,New York,"Bush, George H.W.",republican,6485683,12300666.0,36.0,3081871,0,47.52
1109,1988,New York,"Dukakis, Michael",democrat,6485683,12300666.0,36.0,3347882,1,51.62
1110,1988,New York,Other,new alliance,6485683,12300666.0,36.0,15845,0,0.24
1111,1988,New York,Other,workers world,6485683,12300666.0,36.0,4179,0,0.06
1112,1988,New York,Other,right-to-life,6485683,12300666.0,36.0,20497,0,0.32
1113,1988,New York,Other,libertarian,6485683,12300666.0,36.0,12109,0,0.19
1114,1988,New York,Other,socialist workers,6485683,12300666.0,36.0,3287,0,0.05
1115,1988,North Carolina,"Bush, George H.W.",republican,2134370,4794041.0,13.0,1237258,1,57.97
1116,1988,North Carolina,"Dukakis, Michael",democrat,2134370,4794041.0,13.0,890167,0,41.71
1117,1988,North Carolina,Other,new alliance,2134370,4794041.0,13.0,5682,0,0.27
1118,1988,North Carolina,Other,libertarian,2134370,4794041.0,13.0,1263,0,0.06
1119,1988,North Dakota,"Bush, George H.W.",republican,297261,466684.0,3.0,166559,1,56.03
1120,1988,North Dakota,"Dukakis, Michael",democrat,297261,466684.0,3.0,127739,0,42.97
1121,1988,North Dakota,Other,new alliance,297261,466684.0,3.0,396,0,0.13
1122,1988,North Dakota,Other,u.s. labor,297261,466684.0,3.0,905,0,0.3
1123,1988,North Dakota,Other,libertarian,297261,466684.0,3.0,1315,0,0.44
1124,1988,North Dakota,Other,socialist workers,297261,466684.0,3.0,347,0,0.12
1125,1988,Ohio,"Bush, George H.W.",republican,4393585,7869099.0,23.0,2416549,1,55.0
1126,1988,Ohio,"Dukakis, Michael",democrat,4393585,7869099.0,23.0,1939629,0,44.15
1127,1988,Ohio,Other,new alliance,4393585,7869099.0,23.0,12017,0,0.27
1128,1988,Ohio,Other,libertarian,4393585,7869099.0,23.0,11926,0,0.27
1129,1988,Ohio,Other,workers league,4393585,7869099.0,23.0,5401,0,0.12
1130,1988,Oklahoma,"Bush, George H.W.",republican,1171036,2245785.0,8.0,678367,1,57.93
1131,1988,Oklahoma,"Dukakis, Michael",democrat,1171036,2245785.0,8.0,483423,0,41.28
1132,1988,Oklahoma,Other,new alliance,1171036,2245785.0,8.0,2985,0,0.25
1133,1988,Oklahoma,Other,libertarian,1171036,2245785.0,8.0,6261,0,0.53
1134,1988,Oregon,"Bush, George H.W.",republican,1201694,1982355.0,7.0,560126,0,46.61
1135,1988,Oregon,"Dukakis, Michael",democrat,1201694,1982355.0,7.0,616206,1,51.28
1136,1988,Oregon,Other,new alliance,1201694,1982355.0,7.0,6487,0,0.54
1137,1988,Oregon,Other,libertarian,1201694,1982355.0,7.0,14811,0,1.23
1138,1988,Pennsylvania,"Bush, George H.W.",republican,4536251,8892826.0,25.0,2300087,1,50.7
1139,1988,Pennsylvania,"Dukakis, Michael",democrat,4536251,8892826.0,25.0,2194944,0,48.39
1140,1988,Pennsylvania,Other,populist,4536251,8892826.0,25.0,3444,0,0.08
1141,1988,Pennsylvania,Other,new alliance,4536251,8892826.0,25.0,4379,0,0.1
1142,1988,Pennsylvania,Other,independent,4536251,8892826.0,25.0,19158,0,0.42
1143,1988,Pennsylvania,Other,libertarian,4536251,8892826.0,25.0,12051,0,0.27
1144,1988,Pennsylvania,Other,workers league,4536251,8892826.0,25.0,2188,0,0.05
1145,1988,Rhode Island,"Bush, George H.W.",republican,404622,721773.0,4.0,177761,0,43.93
1146,1988,Rhode Island,"Dukakis, Michael",democrat,404622,721773.0,4.0,225123,1,55.64
1147,1988,Rhode Island,Other,populist,404622,721773.0,4.0,159,0,0.04
1148,1988,Rhode Island,Other,new alliance,404622,721773.0,4.0,280,0,0.07
1149,1988,Rhode Island,Other,peace & freedom,404622,721773.0,4.0,195,0,0.05
1150,1988,Rhode Island,Other,socialist,404622,721773.0,4.0,96,0,0.02
1151,1988,Rhode Island,Other,libertarian,404622,721773.0,4.0,825,0,0.2
1152,1988,Rhode Island,Other,socialist workers,404622,721773.0,4.0,130,0,0.03
1153,1988,South Carolina,"Bush, George H.W.",republican,986009,2453644.0,8.0,606443,1,61.5
1154,1988,South Carolina,"Dukakis, Michael",democrat,986009,2453644.0,8.0,370554,0,37.58
1155,1988,South Carolina,Other,new alliance,986009,2453644.0,8.0,4077,0,0.41
1156,1988,South Carolina,Other,libertarian,986009,2453644.0,8.0,4935,0,0.5
